普客,过,6435,承德,平泉,08:24,08:26
普客,过,6433,兴隆县,承德,09:46,09:48
普客,过,6420,承德,通州西,10:55,10:56
普客,过,6456,平泉,承德,13:19,13:26
普客,过,6419,通州西,承德,14:39,14:40
普客,过,6455,承德,平泉,15:06,15:07
普客,过,6434,承德,兴隆县,17:56,17:58
普客,过,6436,平泉,承德,20:10,20:17
